1900,20,20,20,11,20,20,20,20,20,20,20,20
1901,20,20,20,11,20,20,20,20,20,20,20,20
1902,20,20,20,11,20,20,20,20,20,20,20,20
1903,20,20,20,11,20,20,20,20,20,20,20,20
1904,20,20,20,11,20,20,20,20,20,20,20,20
1905,20,20,20,11,20,20,20,20,20,20,20,20
1906,20,20,20,11,20,20,20,20,20,20,20,20
1907,20,20,20,11,20,20,20,20,20,20,20,20
1908,20,20,20,20,20,20,20,20,20,20,14,0
1909,0,0,0,0,17,23,23,23,23,23,17,0
1910,0,0,0,0,17,23,23,23,23,23,17,0
1911,0,0,0,0,17,25,25,25,25,25,17,0
1912,0,0,0,0,17,25,25,25,25,25,17,0
1913,0,0,0,0,0,25,25,25,25,25,25,8
1914,0,0,0,0,11,28,28,28,28,28,28,14
1915,8,8,8,6,20,28,28,28,28,28,28,14
1916,8,8,8,6,25,31,31,31,31,31,31,14
1917,8,8,8,6,25,31,31,31,31,31,31,17
1918,8,8,8,3,28,34,34,34,34,34,34,23
1919,28,28,28,14,34,34,34,34,34,34,34,11
1920,28,11,3,28,25,34,34,34,34,34,34,28
1921,28,28,28,17,37,37,37,37,37,37,37,28
1922,28,28,23,25,37,37,37,37,37,37,37,28
1923,28,28,28,20,37,37,37,37,37,37,37,28
1924,17,28,14,8,40,40,40,40,40,40,40,31
1925,28,28,25,25,40,40,40,40,40,40,40,28
1926,28,28,28,20,31,40,40,40,40,40,40,28
1927,28,28,17,31,40,40,40,40,40,40,40,28
1928,28,28,14,28,40,40,40,40,40,31,31,20
1929,20,20,0,28,31,31,31,31,31,31,31,23
1930,20,20,0,25,31,31,31,31,31,31,31,23
1931,20,20,0,28,31,31,31,31,31,31,31,25
1932,20,20,3,25,31,31,31,31,31,31,31,23
1933,20,17,3,28,31,31,31,31,31,31,31,23
1934,20,20,6,17,31,31,31,31,31,31,31,20
1935,20,20,0,23,31,31,31,31,31,31,31,20
1936,20,17,0,23,31,31,31,31,31,31,31,20
1937,20,14,3,25,31,31,31,31,31,31,31,20
1938,20,17,0,23,31,31,31,31,31,31,31,23
1939,20,17,0,17,31,31,31,31,31,31,31,23
1940,20,17,0,8,31,31,31,31,31,31,31,20
1941,20,17,0,17,31,31,31,31,31,31,31,23
1942,20,17,0,28,31,31,31,31,31,31,31,23
1943,17,17,3,28,31,31,31,31,31,31,31,23
1944,20,14,3,20,31,31,31,31,31,31,31,20
