2002,1,59.81
2002,2,64.68
2002,3,100.24
2002,4,110.122
2002,5,60.961
2002,6,86.628
2002,7,62.393
2002,8,87.634
2002,9,107.127
2002,10,126.344
2002,11,68.475
2002,12,60.89
2003,1,75.651
2003,2,54.058
2003,3,54.275
2003,4,70.047
2003,5,78.159
2003,6,58.753
2003,7,77.964
2003,8,63.587
2003,9,75.727
2003,10,69.284
2003,11,98.574
2003,12,81.129
2004,1,120.309
2004,2,40.314
2004,3,86.362
2004,4,67.96
2004,5,41.063
2004,6,67.612
2004,7,71.354
2004,8,103.183
2004,9,49.794
2004,10,113.739
2004,11,51.118
2004,12,131.751
2005,1,95.386
2005,2,50.79
2005,3,33.838
2005,4,33.289
2005,5,70.267
2005,6,81.091
2005,7,31.846
2005,8,42.037
2005,9,78.434
2005,10,132.406
2005,11,121.149
2005,12,91.552
2006,1,67.623
2006,2,73.803
2006,3,51.115
2006,4,30.495
2006,5,78.638
2006,6,26.562
2006,7,52.415
2006,8,35.168
2006,9,64.643
2006,10,73.542
2006,11,50.815
2006,12,81.397
2007,1,79.263
2007,2,80.405
2007,3,58.02
2007,4,78.128
2007,5,42.042
2007,6,58.87
2007,7,42.399
2007,8,40.083
2007,9,131.339
2007,10,138.199
2007,11,88.336
2007,12,113.429
2008,1,97.223
2008,2,54.88
2008,3,36.998
2008,4,92.432
2008,5,71.314
2008,6,85.063
2008,7,57.813
2008,8,29.258
2008,9,64.817
2008,10,45.154
2008,11,84.229
2008,12,134.302
2009,1,79.116
2009,2,42.396
2009,3,45.532
2009,4,67.96
2009,5,53.383
2009,6,53.915
2009,7,58.044
2009,8,96.415
2009,9,28.803
2009,10,91.004
2009,11,38.683
2009,12,112.281
2010,1,62.185
2010,2,30.52
2010,3,10.164
2010,4,17.492
2010,5,34.595
2010,6,106.226
2010,7,67.677
2010,8,87.658
2010,9,127.589
2010,10,55.213
2010,11,94.174
2010,12,88.298
2011,1,88.487
2011,2,51.843
2011,3,37.8
2011,4,93.098
2011,5,62.71
2011,6,83.751
2011,7,68.069
2011,8,50.475
2011,9,64.721
2011,10,59.133
2011,11,63.516
2011,12,74.669
2012,1,88.844
2012,2,42.306
2012,3,64.904
2012,4,52.182
2012,5,85.486
2012,6,103.799
2012,7,74.102
2012,8,44.455
2012,9,63.481
2012,10,99.771
2012,11,70.798
2012,12,58.747
2013,1,88.34
2013,2,68.903
2013,3,56.054
2013,4,119.546
2013,5,87.709
2013,6,70.457
2013,7,144.792
2013,8,75.725
2013,9,81.946
2013,10,83.139
2013,11,95.971
2013,12,107.17
2014,1,79.516
2014,2,44.628
2014,3,37.39
2014,4,94.08
2014,5,65.266
2014,6,87.573
2014,7,77.308
2014,8,79.334
2014,9,98.312
2014,10,88.468
2014,11,105.276
2014,12,73.165
2015,1,77.949
2015,2,41.826
2015,3,33.486
2015,4,54.721
2015,5,98.405
2015,6,73.763
2015,7,56.753
2015,8,72.565
2015,9,55.925
2015,10,67.348
2015,11,93.923
2015,12,123.369
2016,1,83.492
2016,2,77.024
2016,3,55.573
2016,4,47.024
2016,5,65.459
2016,6,108.425
2016,7,80.658
2016,8,93.378
2016,9,129.783
2016,10,80.017
2016,11,73.785
2016,12,124.627
2017,1,76.892
2017,2,82.024
2017,3,28.867
2017,4,0
2017,5,0
2017,6,0
2017,7,0
2017,8,0
2017,9,0
2017,10,0
2017,11,0
2017,12,0
